image,generated_caption
3418562923.jpg,a man in a black and white striped shirt is laying on the grass next to a white car.
3419238351.jpg,a group of people are watching a baby in a bathtub.
3419916411.jpg,a golden retriever is running in the grass.
3420284416.jpg,a man in a black shirt and white hat is throwing a ball.
342040842.jpg,two men and a woman are drinking at a bar.
3422219732.jpg,a skier is skiing down a steep mountain.
3422394336.jpg,a dog hides in the bushes.
3423225860.jpg,a tennis player in an orange outfit is swinging her racket.
3425071001.jpg,a boy in a maroon shirt is swinging at a tennis ball.
3425662680.jpg,a group of horses and riders are racing around a track.
3426327477.jpg,a man in a straw hat is walking down the street with a basket full of items.
3427341325.jpg,two people are standing in the snow talking.
343073813.jpg,a dog is standing in the water.
3430782104.jpg,a cowboy is rope riding a bull.
3431792018.jpg,a group of children playing with a gun.
3432634159.jpg,a woman in a black jacket and a white veil sits with a group of children.
3435208408.jpg,a group of women in colorful costumes are dancing.
3436074878.jpg,a dog is jumping up to the ground while a man is holding a leash.
3436313241.jpg,a black dog is catching a red and blue ball in the grass.
3438060110.jpg,two horses are pulling a carriage.
3439243433.jpg,a white dog is running through the leaves.
3439414478.jpg,a brown dog jumps in the air.
3440160917.jpg,a young boy in a green hoodie is picking up easter eggs in a basket in the grass.
3441145615.jpg,a group of people in colorful outfits are riding bicycles on a track.
3441959314.jpg,two men in jackets are standing next to a fire in the woods.
3441965806.jpg,a woman is looking at shoes in a market.
344205744.jpg,a man and a woman sitting on a couch.
3443161359.jpg,a man stands on a rock ledge.
344536009.jpg,a woman is cutting dreadlocks off of a young man ' s hair.
34453650.jpg,a homeless man is sleeping on the grass.
3446484702.jpg,a woman in an apron is balancing a basket on her head.
3451345621.jpg,a man in a cowboy hat and sunglasses holds a sign.
34536135.jpg,a man in a white shirt and black hat is working in a food store.
3454355269.jpg,a mountain biker in a red jacket rides through the woods.
3454754632.jpg,a little girl in a white jacket holding a stuffed animal.
3456488632.jpg,a man and a woman are kissing in front of a black mercedes benz benz benz benz benz benz benz
3458215674.jpg,two people are riding atvs on a dirt track.
3458379941.jpg,a man holding a baby is standing in the rain.
3459858555.jpg,a person is rock climbing under a large rock.
3460992366.jpg,a young boy in a red shirt is watering a small tree.
3464368184.jpg,a little girl is getting her haircut.
3465225506.jpg,a man and a woman are sitting at a table in a crowded restaurant.
3466635681.jpg,a woman in black and red gloves is cleaning a corridor.
3468023754.jpg,four children are looking through rolled up magazines.
3469584002.jpg,a woman in a white shirt and black pants is jumping on the beach.
3469609037.jpg,a boy is skateboarding in a skate park.
3471747180.jpg,a man is standing next to a water tanker.
3471841031.jpg,a woman and a child are sleeping on a bench with a man sleeping on a bench.
3472050140.jpg,two men wrestling in front of a crowd.
3473534758.jpg,two dogs are fighting.
347397012.jpg,a woman in a white dress is singing on stage in front of a crowd.
3474985382.jpg,a mountain biker is riding down a rocky trail.
3476381830.jpg,a skateboarder is jumping off of a flight of stairs.
3479233968.jpg,a man in a cowboy hat rides a bucking horse in front of a large crowd of people.
3480126681.jpg,a black dog running across a dirt field.
348380010.jpg,a brown dog is rolling around on his back with a tennis ball in its mouth.
3484019369.jpg,a hockey team is sitting on the bench.
3484841598.jpg,a baseball player slides into home plate while the catcher slides into base.
3486135177.jpg,a snowboarder is doing a handstand on a snowy hill.
3489037458.jpg,a man in a brown shirt is playing guitar and a woman in a black shirt is playing guitar.
3492038193.jpg,a man in a suit is using a tool to open a locker.
3493244032.jpg,a young girl in a pink shirt is holding a doll.
3494105596.jpg,a young man kicks a soccer ball in front of a fence.
3494723363.jpg,a man in a wetsuit surfing a wave.
3495224860.jpg,a group of young women are dancing in a crowd.
3495546122.jpg,a woman in purple pants and a multicolored shirt is walking down the street.
3496028495.jpg,a brown dog is swimming with a tennis ball in its mouth.
3497237366.jpg,a man in a black uniform is jumping up in the air to dunk a basketball.
3497317981.jpg,a man in a black shirt and red and white hat is playing golf.
3498327617.jpg,a dog is carrying a stick in its mouth in the water.
3499641634.jpg,a woman in a museum talking to a group of children.
3500115252.jpg,a black dog plays with a purple toy.
3501313414.jpg,a brown dog jumps over a wire fence.
3501936223.jpg,a skier is skiing down a very steep mountain.
3505568481.jpg,a woman in a blue shirt is working in a factory.
3506560025.jpg,a woman with curly hair is holding a camera.
350938953.jpg,a man in a green shirt is shaving his beard in front of a mirror.
3510218982.jpg,a man wearing blue boxing gloves is in a boxing ring.
3512033861.jpg,a crowd of people are gathered together.
3512747808.jpg,two women are sitting at a table with a bottle of shampoo.
3514297698.jpg,a dog jumps to catch a ball on the beach.
3515904775.jpg,a black and white dog is splashing with an orange ball in the water.
3517127930.jpg,a baseball player swings at a pitch while the catcher watches.
3518334317.jpg,a man in a red shirt and a woman in a black jacket walk through a market.
352024192.jpg,a man in a suit jacket is signing books.
3522000960.jpg,a surfer rides a wave in the ocean.
3524914023.jpg,a boy in a blue and white uniform is playing baseball.
3525332706.jpg,two older men are standing outside in the snow.
3527373216.jpg,a woman in a pink shirt is eating a dessert.
3527407036.jpg,a crowd of people are gathered in a circle.
3527715826.jpg,a girl in pink pants and a black shirt is playing tennis.
3529314899.jpg,two hockey players collide with each other on the ice.
3530087422.jpg,a man in a red and white suit is riding a skateboard.
3532412342.jpg,a boy in a tire
3533928622.jpg,a man in a red shirt is preparing food.
3534172926.jpg,children play on a pirate ship playground set.
3535304540.jpg,a red airplane is leaving a trail behind it.
3535511987.jpg,a woman in a green skirt and blue shirt is shaking something out of a bag.
3535768334.jpg,a boy is doing a trick on his bike.
3539960792.jpg,a baseball player is up to bat.
354015880.jpg,a woman reads a book while riding the subway.
3541141771.jpg,two people are climbing a rock face.
3541274042.jpg,a group of people in red shirts are running a race.
3542418447.jpg,two dogs are playing with a yellow toy.
3544483327.jpg,a man in black is jumping on a green bike over a sign that says ' free dinner '.
3545779287.jpg,a dog is running on the grass with a rope in its mouth.
3545976616.jpg,a man is performing a stunt in front of a crowd of people.
3547647914.jpg,a group of people standing on a street.
354777556.jpg,a group of people are working on a building.
3550276904.jpg,an old woman and a young girl sitting on a bench.
3550348169.jpg,a man in a white shirt is bent over on a mountain.
35506150.jpg,a man in a red jacket is sitting on a bench with a pot of food on it.
3552142982.jpg,two men are doing a martial arts move on the beach.
3554277535.jpg,a boy in goggles is in a pool.
3557295488.jpg,a man in a red jersey is hitting a ball with a stick while two other men in blue and
355814651.jpg,two people walking through a park.
3558370311.jpg,a man is doing a trick on a bicycle in the air.
3558438174.jpg,two women in black outfits are standing next to a red car.
3559425864.jpg,two men are riding bikes on a grassy hill near a body of water.
3559694091.jpg,a man in a brown shirt and jeans is cooking meat on a small outdoor grill.
3560504626.jpg,a bicycle shop with a man in a blue shirt and a woman in a black shirt and a man
3560513546.jpg,a woman in a green shirt and black pants is riding a bike.
3560726559.jpg,a man in a black suit and a woman in a green dress hold hands in front of a forest
356143774.jpg,two white birds swimming in a body of water.
3562148182.jpg,two men are hiking in the snow.
3562169000.jpg,a blue race car is driving around a curve.
3562606482.jpg,a man and a woman walking across a field.
3564387085.jpg,a woman in a white shirt is sitting at a table with a lantern on it.
3564742915.jpg,two mountain climbers are walking up a rocky path with snow covered mountains in the background.
3567604049.jpg,a boy jumps into a pool.
3568065409.jpg,a boy jumps in the street while holding a stick.
3568225554.jpg,a man in a red shirt is climbing a large rock.
356981206.jpg,a group of children wearing yellow and red hats are riding a subway.
3571039224.jpg,a black dog is in the water.
3571220254.jpg,a man is playing guitar in the street.
3572864628.jpg,a soldier is checking a person ' s blood pressure.
3574955171.jpg,a man and a woman are sitting down and looking at something in a binder.
3575947093.jpg,a man in a white shirt is playing a organ while another man in a yellow shirt watches.
3577309234.jpg,a blue bird is flying through the trees.
3578070471.jpg,a woman in white shorts and a man in black shirts are walking on a park path.
358114269.jpg,a man in a yellow jacket rides a bike on a snowy road.
3582914905.jpg,a man is in the water with a rope.
3583258236.jpg,a man grilling sausages on a gas grill.
3583516290.jpg,a group of people dressed in yellow and white are standing in a street.
3583704941.jpg,a woman in a blue shirt and black helmet is riding a brown horse.
3584181690.jpg,a man is sitting under an umbrella near a pond while painting.
