image,caption
4433821033.jpg,A snowboarder in green pants boards down a snowy mountain.
4433821033.jpg,A person in a blue hoodie is snowboarding down a mountain.
4433821033.jpg,A snowboarder descends a steep snowbank.
4434578571.jpg,A group of people gather to examine pictures on the wall in a lounge setting.
4434578571.jpg,Woman sitting on chair reading book with many people standing around her.
4434578571.jpg,A student reads a book while others enjoy art photography in a gallery.
4434578571.jpg,A woman reads a book while sitting in a row of red chairs.
4434578571.jpg,An exhibit of artistic black and white photos.
4435168569.jpg,A girl balances on her hands on a gymnast beam with one leg in the air and one leg down with her foot just off the beam.
4435168569.jpg,A gymnast is doing a flip on the balance beam while a photographer snaps pictures of her.
4435168569.jpg,"A young lady, wearing a dark colored leotard, is doing a flip on a balance beam."
4435168569.jpg,A gymnast is balanced upside down on a bar.
4435168569.jpg,A female gymnast is performing.
4435816665.jpg,"It is an aerial picture of two men standing next to each other, one man is touching the other's shoulder."
4435816665.jpg,"Two men on a cobblestone street, possibly hostile towards each other."
4435816665.jpg,"On a shadowy cobblestone street, two men have a conversation."
4435816665.jpg,Two men talking as seen from an overhead shot.
4435816665.jpg,Two men on a cobblestone street interacting
4439029503.jpg,An elderly woman struggles to push her small shopping cart through the piles of snow in the city.
4439029503.jpg,A woman in a blue winter jacket is pushing a shopping cart through snow.
4439029503.jpg,Lady outside crossing the road and wearing a coat during winter.
4439029503.jpg,A woman is walking in winter with a cart of groceries.
4439029503.jpg,Lady in parka walking in the snow with push cart.
4439032965.jpg,A lady in a red jacket standing on sidewalk handing out papers.
4439032965.jpg,A woman in a red parka is handing out fliers on a road.
4439032965.jpg,A person in a thick red coat is handing out fliers.
4439032965.jpg,A woman hands out fliers to people walking by.
4439032965.jpg,An Asian women handing out fliers.
444047125.jpg,"A person with a backpack and walking stick, walking towards the mountains in the valley below."
444047125.jpg,Three people walk through a valley towards snowy mountains.
444047125.jpg,A person walks in the valley between tall mountains.
444047125.jpg,A person hiking at the foot of snowcapped mountains.
444047125.jpg,People with backpacks hiking in the mountains.
4440502203.jpg,A man wearing jeans and carrying a backpack is walking down a paved walkway.
4440502203.jpg,A young man wearing a backpack walks down a paved path among barren trees.
4440502203.jpg,A young man is walking down the sidewalk on a college campus.
4440502203.jpg,A student walking on a sidewalk near a campus.
4440502203.jpg,A student walking on a sidewalk across campus.
4440806599.jpg,"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him."
4440806599.jpg,"At an intersection, a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots."
4440806599.jpg,A man in a black hat is pushing a cart full of boxes down the street as a lady in brown boots walks by.
4440806599.jpg,A man pushing a cart of fresh direct product as a woman crosses his path.
4440806599.jpg,A man is pushing a cart full of boxes while a woman walks nearby.
4441594448.jpg,"A man in a green jacket reads a publication in front of an advertisement while a man in jeans and a backpack walks by, his back to the camera."
4441594448.jpg,An elderly man with a green jacket is holding a cane and the newspaper in front of a billboard.
4441594448.jpg,An elderly man wearing a hat is reading a newspaper on a street in a city.
4441594448.jpg,An elderly man reads a newspaper on a city sidewalk.
4441594448.jpg,A man standing on the sidewalk reading a newspaper.
444481722.jpg,A male walking and a female talking on the phone beside the concrete building.
444481722.jpg,"Two women, one carrying a purse and papers, are standing on a sidewalk."
444481722.jpg,A dark-skinned man walks by a woman talking on a cellphone.
444481722.jpg,People stand outside near a concrete wall and a window.
444481722.jpg,Two people standing on the sidewalk.
4445461480.jpg,A man is on the street getting into his small blue car with his sunroof open.
4445461480.jpg,A man about to get inside a small blue compact car.
4445461480.jpg,A man with a shaved head getting out of his car.
4445461480.jpg,A bald man is getting out of a small blue car.
4445461480.jpg,A man gets into a small blue car.
4446496491.jpg,"Two elderly women, one wearing a pink sweater and one wearing a blue sweater."
4446496491.jpg,Two older women are wearing colorful clothing outdoors on a sunny day.
4446496491.jpg,Both women are wearing glasses and long-sleeved shirts.
4446496491.jpg,Two elderly women speak to each other.
4446496491.jpg,Two older women are talking outside.
4447502217.jpg,"A young blond woman holding a camera and wearing a long black coat, knee high boots and a purple purse is standing along a wall."
4447502217.jpg,A blond woman dressed in black is holding a camera and staring at something on the ground.
4447502217.jpg,"A woman with a coat and a purse on, halting and looking behind herself."
4447502217.jpg,A woman dressed in black is staring at the floor on a sunny day.
4447502217.jpg,A woman with a camera stands next to a stone wall.
4448862529.jpg,A man playing soccer is on the ground picking up the ball from the field while the game is in play.
4448862529.jpg,A rugby player in red and black attempts to score as he is descended upon by members of both teams.
4448862529.jpg,One man dives for the ball as other players attempt control during a soccer game.
4448862529.jpg,Two groups of boys are playing a sport together involving a ball
4448862529.jpg,A man falls onto the ball during a game of rugby.
4449968662.jpg,A black man in a white shirt tucked in to blue jeans is the center of attention of a medium sized crowd.
4449968662.jpg,Onlookers watch as a man with blue tinted sunglasses claps and looks toward the sky.
4449968662.jpg,A street performer in a white shirt and blue jeans draws in a crowd.
4449968662.jpg,A man in a white shirt and blue jeans stands in front of a crowd.
4449968662.jpg,A man celebrating being watched by a crowd.
4450184997.jpg,The woman in the gray trench coat walks in front of the cemetery.
4450184997.jpg,A lady is walking down a sidewalk adjacent to a cemetery.
4450184997.jpg,A woman in a tan overcoat walking down the sidewalk.
4450184997.jpg,A blond woman in heels strolls past the cemetery.
4450184997.jpg,A woman is waling next to the cemetery
4450338499.jpg,A little boy in a bubble bath wearing his yellow mask and snorkel.
4450338499.jpg,A child is wearing a yellow snorkel mask in a bubble bath.
4450338499.jpg,Here is a little boy scuba diving in his own bathtub.
4450338499.jpg,A little boy is wearing a snorkel in a bathtub.
4450338499.jpg,Boy takes a bath with diving mask and snorkel.
4451284349.jpg,A boy walking his bicycle down the street is being followed by a crowd of people.
4451284349.jpg,People standing and walking on the street together with their kids
4451284349.jpg,A group of people and children are walking along a walkway.
4451284349.jpg,A family is walking on the sidewalk.
4451284349.jpg,Some people walk on a gray sidewalk.
4452450137.jpg,A woman in a purple dress is standing next to man while looking at a building.
4452450137.jpg,A woman in a purple dress is standing in front of building with a man.
4452450137.jpg,A man and a woman stare at the entrance-way to some catacombs.
4452450137.jpg,A nicely dressed couples stands in front of ancient ruins.
4452450137.jpg,A man and a woman stand in front of an old structure.
4453784684.jpg,A female wrestler is being diagnosed by a doctor in a sports arena with spectators in the background.
4453784684.jpg,An elderly man is checking out a younger woman in red's arm.
4453784684.jpg,Doctor in white checking out a woman in reds left arm.
