image,caption
4604105970.jpg,A woman wearing sunglasses is frowning.
4605435037.jpg,A man with dreadlocks wearing a blue shirt poses with his arm around a drag queen who has post-it notes in her hair.
4605435037.jpg,A man in a blue shirt has his arm over a woman wearing flower sunglasses and an orange outfit.
4605435037.jpg,A man with dreadlocks poses with an oddly dressed woman (drag queen?) in a city.
4605435037.jpg,"Cross-dresser, with condoms in his hair, posing with a friend."
4605435037.jpg,A woman in a costume wearing condoms in her hair.
460869455.jpg,A group of children and what appears to be their parents are gathered outside of a Papa Johns restaurant.
460869455.jpg,There is a large group of people in front of Papa John's restaurant.
460869455.jpg,People standing outside a Papa John's pizza store.
460869455.jpg,Friends and family gathered outside Papa Johns.
460869455.jpg,A group of people socializing outside.
461139075.jpg,An dark-haired woman in a blue and white jacket is lighting some electric candles in a room with beige walls.
461139075.jpg,A girl in a Puma track jacket is holding a lit cylinder.
461139075.jpg,A lady is standing up holing a lamp that is turned on.
461139075.jpg,A girl standing in the dark lighting something.
461139075.jpg,A woman holding a candle with a blue shirt on.
4612284643.jpg,A woman wearing a green belly dancing outfit is standing on a step above a man and a woman seated.
4612284643.jpg,A woman dressed as a belly dancer walks behind three people sitting on steps.
4612284643.jpg,A woman in a green skirt walks behind people sitting on the steps.
4612284643.jpg,A group of people sitting on brick stairs watching something.
4612284643.jpg,Women with green shirt and redhead dress dancing
4612764815.jpg,"Two blond woman, one with sunglasses on her head, the other holding a hot pink cellphone."
4612764815.jpg,"Three people wearing a striped, pink, and green shirt look on and converse with others"
4612764815.jpg,"Two blond girls standing by a building marked ""S""."
4612764815.jpg,Two women and a man stand in front of a wall.
4612764815.jpg,A white woman waiting in line.
4620399509.jpg,"An Asian female with a flowered print halter top white dress, wearing a bracelet and necklace and has long dark hair is walking down the street talking on a cellphone."
4620399509.jpg,A young woman wearing a white sleeveless dress with red flowers is talking on her cellphone as she walks down a street.
4620399509.jpg,An Asian girl in a tight white floral dress is crossing the street at night while talking on her cellphone.
4620399509.jpg,An Asian woman walking along a lighted city street at night while talking on her cellphone.
4620399509.jpg,The woman talks on her cellular phone while walking on a city street.
4622326549.jpg,A person on a mini motorbike wearing red garment and a cloth to cover her face riding along a road.
4622326549.jpg,A person in a red full body costume is riding a motorcycle.
4622326549.jpg,A woman tries to cover her face while riding a moped.
4622326549.jpg,A man in a pink outfit riding a black motorcycle.
4622326549.jpg,A person wearing a pink robe is riding a bike.
4623591448.jpg,The low sun is casting a shadow of the person on the wall behind them.
4623591448.jpg,A man with a blue jacket and glasses is sitting on a stool.
4623591448.jpg,Older Asian man looks on while sitting in his shop.
4623591448.jpg,A man in a blue jackets sits on a stool.
4623591448.jpg,A man sitting on a chair in an office.
4623878206.jpg,"A woman in a long green shirt, a yellow backpack, and a bottle of water is walking across a street as a couple follows close behind."
4623878206.jpg,A tattooed woman with a green dress and yellow backpack holding a water bottle is walking across the street.
4623878206.jpg,A dark-haired woman wearing a green dress and carrying a yellow backpack crossing a street.
4623878206.jpg,"A woman with a yellow backpack, a tattoo, a green dress and spandex walks past a couple."
4623878206.jpg,"A woman with a yellow backpack, tattoos, and a bottle of water walks on the street."
4628365284.jpg,A shoeless bald man in blue jeans leaning relaxed with his hands on his head.
4628365284.jpg,"A bald man is sitting on a low, concrete wall with his shoes off."
4628365284.jpg,A man is resting with his shoes off outside of a building.
4628365284.jpg,A man is leaning against a wall with his shoes off.
4628365284.jpg,Bald headed guy relaxing in front of a building.
4631804601.jpg,"A man is working on a project with wood, a tool, and a wheel."
4631804601.jpg,A man wearing a hat and gloves is using a tool to chisel wood.
4631804601.jpg,A man in boots wearing a hat is doing some woodwork.
4631804601.jpg,A bearded man uses tools to carve a wooden object.
4631804601.jpg,An artisan at work woodworking.
4634073036.jpg,The man wore a helmet when he became a human bowling ball by riding a skateboard into the pins.
4634073036.jpg,A woman lying down on a skateboard knocks down some rainbow colored bowling pins.
4634073036.jpg,Girl knocks over sets of bowling pins with her body.
4634073036.jpg,A girl involved in a game of Human Bowling.
4634073036.jpg,A woman is laying on colored bowling pins.
46348866.jpg,"A man who controls a food cart, stands and looks at the photographer while doing something on top of the cart."
46348866.jpg,A street vendor wearing white pants and black t-shirt is standing near his cart with cold beverages.
46348866.jpg,A street vendor in a black shirt and white pants smiles at the camera.
46348866.jpg,A man is doing something on a concession stand outside.
46348866.jpg,A man is preparing shaved ice from his cart.
4637336317.jpg,A girl in denim shorts and a t-shirt is outside cooking meat on a grill.
4637336317.jpg,A girl in shorts and white top grilling meat on a bar-b-que
4637336317.jpg,A woman is barbecuing tasty looking food in the park.
4637336317.jpg,A woman in a gray shirt is cooking on a grill.
4637336317.jpg,A young lady at a park grilling chicken.
463852657.jpg,Smiling oriental woman pointing a lamp at blurry head which is located on the right quarter side of the picture.
463852657.jpg,A laughing woman holds a pink star shaped lamp towards the head of a shadowed person in the foreground.
463852657.jpg,The girl shows the lamp to other person and she talks about how it glows.
463852657.jpg,A woman proudly shows off a decorative lamp.
463852657.jpg,An Asian girl smiles while holding a lamp.
463988257.jpg,A man in a blue apron and blue headscarf stands in front of a wooden counter with a hammer on it.
463988257.jpg,An old man wearing a bandanna and a denim apron looks at a cabinet in a workshop.
463988257.jpg,Old man wearing a blue bandanna and building furniture.
463988257.jpg,An old carpenter constructs a chest.
463988257.jpg,An old man working on a craft.
4642842928.jpg,A man in a woman sit on a motorcycle on a busy street at night.
4642842928.jpg,A man and a woman are riding on a motorized scooter.
4642842928.jpg,Two people riding a scooter at night in traffic.
4642842928.jpg,An Asian couple riding on a motor scooter.
4642842928.jpg,A man and a woman on a scooter.
4645706851.jpg,"A man with glasses plays with a little girl while walking down the street, while an Asian woman walks ahead of them."
4645706851.jpg,Man wearing black glasses and v-neck t-shirt carries small girl in striped pants upside down.
4645706851.jpg,Man walking down sidewalk outside carrying a small child in a strange fashion.
4645706851.jpg,A man in a blue t-shirt is holding a little girl upside down.
4645706851.jpg,A slender man holds a squirming child on a city street.
4645730257.jpg,"Many Asian people waiting on a crowded bus, one man in a white shirt is holding his jacket and looking down."
4645730257.jpg,A woman is wearing a blue and white striped shirt while sitting.
4645730257.jpg,People brooding about their lives in a crowded train
4645730257.jpg,A group of people are sitting on a bus.
4645730257.jpg,People sit aboard a train or subway.
4645891941.jpg,People with face masks sweeping the water and soap suds on the cement.
4645891941.jpg,Group sweeping away leakage while bystanders look on.
4645891941.jpg,A car and many people are standing on the road.
4645891941.jpg,A group of people are washing a silver car.
